Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,NumMissVals,LogSalePrice,NeighborhoodCountQuartiles,NeighborhoodQuality
166,190,RL,62.0,10106,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,Average,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Bad/Typical,Gd,BrkTil,Neutral,TA,No,ALQ,351.0,Rec,181.0,112,644,GasA,Gd,Y,SBrkr,808,547,0,1355,1,0,2,0,4,2,Bad/Typical,6,Typ,0,No Garage,,No Garage,0,0,No Garage,No Garage,Y,140,0,0,0,0,0,0,9,2008,WD,Normal,127500,10,11.755871643580617,Q3,Q1
167,20,RL,,10708,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,Average,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Good/Excellent,TA,CBlock,Neutral,TA,No,LwQ,379.0,BLQ,768.0,470,1617,GasA,Ex,Y,FuseA,1867,0,0,1867,1,0,1,0,2,1,Bad/Typical,7,Typ,3,Attchd,1955.0,Fin,1,303,TA,TA,Y,476,0,0,0,142,0,0,11,2009,COD,Normal,190000,4,12.154779351142624,Q1,Q3
168,60,RL,86.0,10562,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Superb,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Good/Excellent,TA,PConc,Good,TA,No,GLQ,1288.0,Unf,0.0,294,1582,GasA,Ex,Y,SBrkr,1610,551,0,2161,1,0,1,1,3,1,Good/Excellent,8,Typ,1,Attchd,2007.0,Fin,3,789,TA,TA,Y,178,120,0,0,0,0,0,11,2007,New,Partial,325624,4,12.693498620467778,Q2,Q4
169,60,RL,62.0,8244,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Average,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Good/Excellent,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,840,840,GasA,Ex,Y,SBrkr,840,880,0,1720,0,0,2,1,3,1,Good/Excellent,7,Typ,1,Attchd,2004.0,Fin,2,440,TA,TA,Y,100,48,0,0,0,0,0,5,2007,WD,Normal,183500,4,12.119969946476761,Q3,Q3
170,20,RL,,16669,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,Superb,6,1981,1981,Hip,WdShake,Plywood,Plywood,BrkFace,653.0,Good/Excellent,TA,CBlock,Good,TA,No,Unf,0.0,Unf,0.0,1686,1686,GasA,TA,Y,SBrkr,1707,0,0,1707,0,0,2,1,2,1,Bad/Typical,6,Typ,1,Attchd,1981.0,RFn,2,511,TA,TA,Y,574,64,0,0,0,0,0,1,2006,WD,Normal,228000,5,12.337100907936577,Q1,Q4
171,50,Other,,12358,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,Average,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,Rec,360.0,Unf,0.0,360,720,GasA,TA,Y,SBrkr,854,0,528,1382,0,0,1,1,2,1,Bad/Typical,7,Typ,0,Detchd,1991.0,Unf,2,660,TA,TA,Y,237,0,0,0,0,0,0,5,2007,WD,Normal,128500,6,11.763684183317412,Q3,Q1
172,20,RL,141.0,31770,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Average,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,Bad/Typical,TA,CBlock,Neutral,Gd,Gd,BLQ,639.0,Unf,0.0,441,1080,GasA,Fa,Y,SBrkr,1656,0,0,1656,1,0,1,0,3,1,Bad/Typical,7,Typ,2,Attchd,1960.0,Fin,2,528,TA,TA,P,210,62,0,0,0,0,0,5,2010,WD,Normal,215000,4,12.2783933071098,Q4,Q2
173,160,RL,44.0,5306,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,Average,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,Good/Excellent,Gd,PConc,Good,Gd,No,GLQ,495.0,Rec,215.0,354,1064,GasA,Gd,Y,SBrkr,1064,703,0,1767,1,0,2,0,2,1,Good/Excellent,5,Typ,1,Attchd,1987.0,RFn,2,504,Gd,TA,Y,441,35,0,0,0,0,0,6,2006,WD,Normal,239000,4,12.384218830913648,Q1,Q4
174,20,RL,80.0,10197,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Average,5,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,Bad/Typical,TA,CBlock,Neutral,TA,No,ALQ,288.0,Rec,374.0,700,1362,GasA,TA,Y,SBrkr,1362,0,0,1362,1,0,1,1,3,1,Bad/Typical,6,Typ,1,Attchd,1961.0,Unf,2,504,TA,TA,Y,0,20,0,0,0,0,0,6,2008,COD,Normal,163000,4,12.0015054797889,Q4,Q2
175,20,RL,47.0,12416,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Average,5,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,132.0,Bad/Typical,TA,CBlock,Good,Fa,No,ALQ,1398.0,LwQ,208.0,0,1606,GasA,TA,Y,SBrkr,1651,0,0,1651,1,0,2,0,3,1,Bad/Typical,7,Min2,1,Attchd,1986.0,Fin,2,616,TA,TA,Y,192,0,0,0,0,0,0,11,2008,WD,Normal,184000,4,12.122691036591123,Q1,Q4
176,20,RL,84.0,12615,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Average,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,None,0.0,Bad/Typical,TA,CBlock,Neutral,Gd,Av,ALQ,477.0,Unf,0.0,725,1202,GasA,TA,Y,SBrkr,2158,0,0,2158,1,0,2,0,4,1,Good/Excellent,7,Typ,1,Attchd,1950.0,Unf,2,576,TA,TA,Y,0,29,39,0,0,0,0,6,2007,WD,Normal,243000,3,12.400816722322686,Q3,Q1
177,60,RL,97.0,10029,Pave,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,Average,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Good/Excellent,TA,PConc,Good,TA,No,GLQ,831.0,Unf,0.0,320,1151,GasA,TA,Y,SBrkr,1164,896,0,2060,0,1,2,1,4,1,Bad/Typical,8,Typ,1,Attchd,1988.0,Unf,2,521,TA,TA,Y,0,228,0,0,192,0,0,9,2007,WD,Normal,211000,4,12.259613412458204,Q1,Q3
178,50,RL,,13650,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,Average,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,Good/Excellent,Gd,CBlock,Neutral,TA,No,ALQ,57.0,BLQ,441.0,554,1052,GasA,Ex,Y,SBrkr,1252,668,0,1920,1,0,2,0,4,1,Good/Excellent,8,Typ,1,Attchd,1958.0,Unf,2,451,TA,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,172500,5,12.058152515453552,Q2,Q1
179,20,RL,63.0,17423,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Superb,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,Good/Excellent,TA,PConc,Good,TA,No,GLQ,1904.0,Unf,0.0,312,2216,GasA,Ex,Y,SBrkr,2234,0,0,2234,1,0,2,0,1,1,Good/Excellent,9,Typ,1,Attchd,2009.0,Fin,3,1166,TA,TA,Y,0,60,0,0,0,0,0,7,2009,New,Partial,501837,4,13.1260306447518,Q1,Q4
180,30,Other,60.0,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Average,6,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Good/Excellent,TA,CBlock,Neutral,TA,No,Unf,0.0,Unf,0.0,968,968,GasA,TA,Y,SBrkr,968,0,0,968,0,0,1,0,2,1,Bad/Typical,5,Typ,0,Detchd,1935.0,Unf,2,480,Fa,TA,N,0,0,184,0,0,0,0,7,2007,WD,Normal,100000,5,11.512925464970229,Q3,Q1
181,160,Other,,2117,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Average,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Good/Excellent,TA,PConc,Good,TA,No,GLQ,436.0,Unf,0.0,320,756,GasA,Ex,Y,SBrkr,769,756,0,1525,0,0,2,1,3,1,Good/Excellent,5,Typ,1,Detchd,2000.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,177000,5,12.083905011555967,Q3,Q4
182,70,RL,54.0,7588,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Average,6,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,Bad/Typical,TA,BrkTil,Bad,TA,No,LwQ,352.0,Unf,0.0,441,793,GasA,Gd,Y,SBrkr,901,901,0,1802,0,0,1,1,4,1,Bad/Typical,9,Typ,1,Detchd,1920.0,Unf,1,216,Fa,TA,Y,0,0,40,0,0,0,0,7,2006,WD,Normal,200100,4,12.206572520571825,Q2,Q3
183,20,RL,60.0,9060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,Average,6,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,Bad/Typical,TA,PConc,Bad,No Basement,No Basement,No Basement,0.0,No Basement,0.0,0,0,GasA,Ex,Y,SBrkr,1340,0,0,1340,0,0,1,0,3,1,Bad/Typical,7,Typ,1,Attchd,1957.0,RFn,1,252,TA,TA,Y,116,0,0,180,0,0,0,6,2007,WD,Normal,120000,8,11.695247021764184,Q3,Q1
184,50,Other,63.0,11426,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Average,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Bad/Typical,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,1362,1362,GasA,Ex,Y,SBrkr,1362,720,0,2082,0,0,2,1,3,1,Good/Excellent,6,Mod,0,Detchd,2003.0,Unf,2,484,TA,TA,N,280,238,0,0,0,0,0,6,2008,WD,Normal,200000,5,12.206072645530174,Q3,Q1
185,50,RL,92.0,7438,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,Average,8,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0.0,Bad/Typical,TA,PConc,Bad,TA,No,Unf,0.0,Unf,0.0,504,504,GasA,Gd,Y,SBrkr,936,316,0,1252,0,0,1,0,3,1,Bad/Typical,5,Typ,0,Attchd,1986.0,Unf,2,576,TA,TA,Y,104,0,0,0,0,0,0,6,2006,WD,Normal,127000,4,11.751942365440728,Q2,Q1
186,75,Other,90.0,22950,Pave,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,Superb,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Good/Excellent,Gd,BrkTil,Neutral,TA,Mn,Unf,0.0,Unf,0.0,1107,1107,GasA,Ex,Y,SBrkr,1518,1518,572,3608,0,0,2,1,4,1,Good/Excellent,12,Typ,2,Detchd,1993.0,Unf,3,840,Ex,TA,Y,0,260,0,0,410,0,0,6,2006,WD,Normal,475000,3,13.071070083016778,Q3,Q1
187,80,RL,,9947,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Average,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,Bad/Typical,TA,PConc,Good,TA,Av,GLQ,611.0,Unf,0.0,577,1188,GasA,Ex,Y,SBrkr,1217,0,0,1217,1,0,2,0,3,1,Good/Excellent,6,Typ,0,Attchd,1990.0,Unf,2,497,TA,TA,Y,168,27,0,0,0,0,0,6,2009,WD,Normal,173000,5,12.061046873479915,Q1,Q2
188,50,RL,60.0,10410,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Average,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,Bad/Typical,TA,CBlock,Bad,TA,No,Unf,0.0,Unf,0.0,660,660,GasA,Ex,Y,SBrkr,808,704,144,1656,0,0,2,1,3,1,Bad/Typical,8,Min2,0,Detchd,1916.0,Unf,1,180,Fa,Fa,N,0,0,0,140,0,0,0,8,2009,WD,Normal,135000,4,11.813030057420567,Q3,Q1
189,90,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,Average,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,Bad/Typical,TA,CBlock,Good,TA,Av,GLQ,1086.0,Unf,0.0,0,1086,GasA,TA,Y,SBrkr,1224,0,0,1224,2,0,0,2,2,2,Bad/Typical,6,Typ,2,Detchd,1979.0,Unf,2,528,TA,TA,Y,120,0,0,0,0,0,0,6,2009,WD,Alloca,153337,4,11.940393392554734,Q2,Q2
190,120,RL,41.0,4923,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Superb,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Good/Excellent,TA,PConc,Good,TA,Av,GLQ,1153.0,Unf,0.0,440,1593,GasA,Ex,Y,SBrkr,1593,0,0,1593,1,0,1,1,0,1,Good/Excellent,5,Typ,1,Attchd,2001.0,Fin,2,682,TA,TA,Y,0,120,0,0,224,0,0,8,2008,WD,Normal,286000,4,12.56374708980199,Q1,Q4
191,70,RL,70.0,10570,Pave,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,Superb,8,1932,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,Good/Excellent,TA,CBlock,Good,Gd,No,Rec,297.0,Unf,0.0,556,853,GasA,TA,Y,SBrkr,1549,1178,0,2727,0,0,2,1,3,1,Good/Excellent,10,Maj1,2,Detchd,1932.0,Unf,2,440,TA,TA,Y,0,74,0,0,0,0,0,12,2007,WD,Normal,315000,4,12.66032791780777,Q2,Q3
192,60,RL,,7472,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,Average,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,Bad/Typical,TA,CBlock,Neutral,TA,No,ALQ,626.0,Unf,0.0,99,725,GasA,Gd,Y,SBrkr,725,754,0,1479,1,0,1,1,4,1,Good/Excellent,7,Typ,0,Attchd,1972.0,Fin,2,484,TA,TA,Y,0,32,0,0,0,0,0,6,2007,WD,Normal,184000,6,12.122691036591123,Q4,Q2
193,20,RL,68.0,9017,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Average,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Good/Excellent,TA,PConc,Good,TA,Av,GLQ,560.0,Unf,0.0,871,1431,GasA,Ex,Y,SBrkr,1431,0,0,1431,1,0,2,0,3,1,Good/Excellent,6,Typ,0,Attchd,1999.0,Fin,2,666,TA,TA,Y,0,35,0,0,0,0,0,9,2009,WD,Normal,192000,5,12.165250651009918,Q4,Q3
194,160,Other,24.0,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,Average,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Good/Excellent,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,970,970,GasA,Ex,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Good/Excellent,7,Maj1,0,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,0,5,2006,WD,Normal,130000,5,11.77528972943772,Q3,Q1
195,20,RL,60.0,7180,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Average,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,Av,ALQ,390.0,Unf,0.0,474,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,Bad/Typical,5,Typ,0,Detchd,1989.0,Unf,1,352,TA,TA,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,127000,5,11.751942365440728,Q4,Q3
196,160,RL,24.0,2280,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,Average,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,Bad/Typical,TA,CBlock,Good,TA,No,ALQ,566.0,Unf,0.0,289,855,GasA,TA,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,Bad/Typical,7,Typ,1,Attchd,1976.0,Unf,2,440,TA,TA,Y,87,0,0,0,0,0,0,7,2009,WD,Normal,148500,4,11.908340237224891,Q1,Q2
197,20,RL,79.0,9416,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Average,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,205.0,Good/Excellent,TA,PConc,Good,TA,No,GLQ,1126.0,Unf,0.0,600,1726,GasA,Ex,Y,SBrkr,1726,0,0,1726,1,0,2,0,3,1,Good/Excellent,8,Typ,1,Attchd,2007.0,Fin,3,786,TA,TA,Y,171,138,0,0,266,0,0,9,2007,New,Partial,311872,4,12.650348126203179,Q3,Q4
198,75,RL,174.0,25419,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,Superb,4,1918,1990,Gable,CompShg,Stucco,Stucco,None,0.0,Good/Excellent,Gd,PConc,Neutral,TA,No,GLQ,1036.0,LwQ,184.0,140,1360,GasA,Gd,Y,SBrkr,1360,1360,392,3112,1,1,2,0,4,1,Good/Excellent,8,Typ,1,Detchd,1918.0,Unf,2,795,TA,TA,Y,0,16,552,0,0,512,0,3,2006,WD,Abnorml,235000,2,12.367340793126296,Q4,Q2
199,75,Other,92.0,5520,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,Average,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,Unf,0.0,Unf,0.0,755,755,GasA,Ex,Y,SBrkr,929,929,371,2229,0,0,1,0,5,1,Bad/Typical,8,Typ,0,No Garage,,No Garage,0,0,No Garage,No Garage,Y,0,198,30,0,0,0,0,7,2009,WD,Abnorml,104000,9,11.55214617812351,Q3,Q1
200,20,RL,76.0,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Superb,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,Good/Excellent,TA,PConc,Good,TA,Av,GLQ,1088.0,Unf,0.0,625,1713,GasA,Ex,Y,SBrkr,1713,0,0,1713,1,0,2,0,3,1,Good/Excellent,7,Typ,1,Attchd,2004.0,Fin,3,856,TA,TA,Y,0,26,0,0,170,0,0,1,2009,WD,Normal,274900,4,12.524162674153336,Q2,Q4
201,20,Other,80.0,8546,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Bad,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Bad/Typical,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,1121,1121,GasA,Ex,Y,SBrkr,1121,0,0,1121,0,0,2,0,2,1,Bad/Typical,5,Typ,0,Attchd,2003.0,RFn,2,440,TA,TA,Y,132,64,0,0,0,0,0,3,2010,WD,Normal,140000,5,11.84939770159144,Q3,Q1
202,20,RL,75.0,10125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Average,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,ALQ,641.0,LwQ,279.0,276,1196,GasA,TA,Y,SBrkr,1279,0,0,1279,0,1,2,0,3,1,Bad/Typical,6,Typ,2,Detchd,1980.0,Unf,2,473,TA,TA,Y,238,83,0,0,0,0,0,2,2008,WD,Normal,171500,3,12.052338545588132,Q1,Q2
203,50,RL,50.0,7000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Average,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Bad/Typical,Gd,BrkTil,Bad,TA,No,LwQ,617.0,Unf,0.0,0,617,GasA,Gd,Y,SBrkr,865,445,0,1310,0,0,2,0,2,1,Bad/Typical,6,Min1,0,Attchd,1924.0,Unf,1,398,TA,TA,Y,0,0,126,0,0,0,0,5,2006,COD,Normal,112000,5,11.626254150277232,Q3,Q1
204,120,Other,,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Average,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Good/Excellent,TA,PConc,Good,TA,Av,GLQ,662.0,Unf,0.0,186,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Good/Excellent,3,Typ,1,Attchd,2004.0,RFn,2,420,TA,TA,Y,149,0,0,0,0,0,0,1,2008,WD,Normal,149000,5,11.911701584927597,Q4,Q3
205,50,Other,50.0,3500,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Average,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,LwQ,312.0,Unf,0.0,408,720,GasA,TA,Y,SBrkr,720,564,0,1284,0,0,1,1,2,1,Bad/Typical,5,Typ,0,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,35,0,0,0,0,0,4,2009,WD,Normal,110000,3,11.608235644774552,Q3,Q1
206,20,RL,99.0,11851,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Average,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,Bad/Typical,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,1424,1424,GasA,Ex,Y,SBrkr,1442,0,0,1442,0,0,2,0,3,1,Bad/Typical,5,Typ,0,Attchd,1990.0,RFn,2,500,TA,TA,Y,0,34,0,508,0,0,0,5,2009,WD,Normal,180500,5,12.103486056755072,Q3,Q3
207,20,RL,40.0,13673,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,Average,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,Bad/Typical,Gd,CBlock,Neutral,TA,No,Unf,0.0,Unf,0.0,1140,1140,GasA,TA,Y,SBrkr,1696,0,0,1696,0,0,1,1,3,1,Bad/Typical,8,Min2,1,Attchd,1962.0,RFn,1,349,TA,TA,Y,0,30,0,0,0,0,0,3,2007,WD,Normal,143900,4,11.876873892875459,Q2,Q1
208,20,RL,,12493,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Bad,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Bad/Typical,TA,PConc,Neutral,TA,No,ALQ,419.0,Rec,306.0,375,1100,GasA,TA,Y,SBrkr,1100,0,0,1100,1,0,1,0,3,1,Bad/Typical,6,Typ,1,Attchd,1960.0,RFn,1,312,TA,TA,Y,355,0,0,0,0,0,0,4,2008,WD,Normal,141000,4,11.856515169360305,Q4,Q2
209,60,RL,,14364,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,Average,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Good/Excellent,TA,CBlock,Good,TA,Gd,GLQ,1065.0,Unf,0.0,92,1157,GasA,Ex,Y,SBrkr,1180,882,0,2062,1,0,2,1,3,1,Bad/Typical,7,Typ,1,Attchd,1988.0,Fin,2,454,TA,TA,Y,60,55,0,0,154,0,0,4,2007,WD,Normal,277000,5,12.531772785169476,Q2,Q2
210,20,RL,75.0,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Average,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,Bad/Typical,TA,CBlock,Good,TA,No,Rec,787.0,Unf,0.0,305,1092,GasA,Ex,Y,SBrkr,1092,0,0,1092,1,0,1,0,3,1,Bad/Typical,6,Typ,0,Attchd,1964.0,RFn,2,504,TA,Gd,Y,0,0,0,0,0,0,0,7,2008,WD,Normal,145000,4,11.884489021402711,Q4,Q2
211,30,RL,67.0,5604,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Average,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,Rec,468.0,Unf,0.0,396,864,GasA,TA,N,FuseA,864,0,0,864,1,0,1,0,2,1,Bad/Typical,5,Typ,0,No Garage,,No Garage,0,0,No Garage,No Garage,Y,0,0,96,0,0,0,0,4,2008,WD,Normal,98000,10,11.49272275765271,Q3,Q1
212,20,RL,83.0,10420,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Average,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Bad/Typical,TA,PConc,Good,TA,Mn,GLQ,36.0,Unf,0.0,1176,1212,GasA,Ex,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,Good/Excellent,6,Typ,0,Attchd,2009.0,RFn,2,460,TA,TA,Y,100,22,0,0,0,0,0,3,2010,WD,Normal,186000,5,12.133501952695338,Q3,Q1
213,60,Other,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Average,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Bad/Typical,TA,PConc,Good,TA,No,GLQ,822.0,Unf,0.0,78,900,GasA,Ex,Y,SBrkr,932,920,0,1852,1,0,2,1,3,1,Good/Excellent,7,Typ,1,Attchd,2009.0,RFn,2,644,TA,TA,Y,168,108,0,0,0,0,0,7,2009,New,Partial,252678,4,12.439871229831715,Q3,Q4
